interpro_acc	interpro_desc	hit_rows	unique_proteins
IPR013767	PAS fold	13	11
IPR017930	Myb domain	13	11
IPR036020	WW domain superfamily	13	11
IPR002300	Aminoacyl-tRNA synthetase, class Ia	12	11
IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	12	11
IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	12	11
IPR024077	Neurolysin/Thimet oligopeptidase, domain 2	12	11
IPR001579	Glycosyl hydrolase family 18, active site	11	11
IPR003689	Zinc/iron permease	11	11
IPR003953	FAD-dependent oxidoreductase 2, FAD-binding domain	11	11
IPR011583	Chitinase II/V-like, catalytic domain	11	11
IPR023213	Chloramphenicol acetyltransferase-like domain superfamily	11	11
IPR027238	RuvB-like	11	11
IPR029703	DNA polymerase epsilon catalytic subunit	11	11
IPR031157	Tr-type G domain, conserved site	11	11
IPR032048	Transglutaminase elicitor	11	11
IPR038595	LURP-one-related superfamily	11	11
IPR041667	Cupin-like domain 8	11	11
IPR041679	DNA2/NAM7 helicase-like, C-terminal	11	11
IPR044066	TRIAD supradomain	11	11
IPR045075	Pre-mRNA-splicing factor Syf1-like	11	11
IPR046450	PA domain superfamily	11	11
IPR046700	Domain of unknown function DUF6570	11	11
IPR050100	Translation factor GTPase superfamily members	11	11
IPR050113	Ubiquitin-conjugating enzyme	11	11
IPR050115	Proteasome subunit alpha	11	11
IPR050213	Glutathione S-transferase superfamily	11	11
IPR050361	Mitochondrial Processing Peptidase/Ubiquinol-cytochrome c Reductase Complex	11	11
IPR050365	Mitochondrial import inner membrane translocase subunit TIM50	11	11
IPR050618	Ubiquitination and Signaling Pathway Regulator	11	11
IPR051092	FYVE, RhoGEF and PH domain-containing	11	11
IPR000408	Regulator of chromosome condensation, RCC1	36	10
IPR001525	C-5 cytosine methyltransferase	34	10
IPR002867	IBR domain	31	10
IPR003154	S1/P1 nuclease	31	10
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	28	10
IPR013078	Histidine phosphatase superfamily, clade-1	28	10
IPR002893	Zinc finger, MYND-type	27	10
IPR007109	Brix domain	27	10
IPR002035	von Willebrand factor, type A	25	10
IPR002194	Chaperonin TCP-1, conserved site	25	10
IPR008947	Phospholipase C/P1 nuclease domain superfamily	25	10
IPR036638	Helix-loop-helix DNA-binding domain superfamily	20	10
IPR002125	Cytidine and deoxycytidylate deaminase domain	19	10
IPR020422	Dual specificity protein phosphatase domain	19	10
IPR000640	Elongation factor EFG, domain V-like	18	10
IPR035952	Rhomboid-like superfamily	18	10
IPR001279	Metallo-beta-lactamase	16	10
IPR013763	Cyclin-like domain	15	10
IPR002937	Amine oxidase	12	10
IPR044925	His-Me finger superfamily	12	10
IPR004299	Membrane bound O-acyl transferase, MBOAT	11	10
IPR034733	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	11	10
IPR000994	Peptidase M24	10	10
IPR002939	Chaperone DnaJ, C-terminal	10	10
IPR003595	Protein-tyrosine phosphatase, catalytic	10	10
IPR006076	FAD dependent oxidoreductase	10	10
IPR007502	Helicase-associated domain	10	10
IPR010339	TIP49, P-loop domain	10	10
IPR011044	Quinoprotein amine dehydrogenase, beta chain-like	10	10
IPR013105	Tetratricopeptide repeat 2	10	10
IPR013112	FAD-binding 8	10	10
IPR013130	Ferric reductase transmembrane component-like domain	10	10
IPR023210	NADP-dependent oxidoreductase domain	10	10
IPR025110	AMP-binding enzyme, C-terminal domain	10	10
IPR027408	PNPase/RNase PH domain superfamily	10	10
IPR036045	Sec1-like superfamily	10	10
IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	10	10
IPR036621	Anticodon-binding domain superfamily	10	10
IPR040122	Importin beta family	10	10
IPR040457	Gamma tubulin complex component, C-terminal	10	10
IPR042241	Gamma-tubulin complex component, C-terminal domain superfamily	10	10
IPR045055	DNA2/NAM7-like helicase	10	10
IPR050058	Alanine--tRNA ligase	10	10
IPR050185	Ubiquitin carboxyl-terminal hydrolase	10	10
IPR050186	Triose Phosphate/Phosphate Translocator	10	10
IPR050401	Cyclic nucleotide synthase	10	10
IPR050550	SEC23/SEC24 family, SEC24 subfamily	10	10
IPR050561	Protein Tyrosine Phosphatase	10	10
IPR050598	Cellular Amino Acid Transporter	10	10
IPR050856	Biotin-dependent Carboxylase Complex	10	10
IPR051062	DNA topoisomerase IB	10	10
IPR052900	Phospholipid Metabolizing Enzymes	10	10
IPR058533	Cation efflux protein, transmembrane domain	10	10
IPR001313	Pumilio RNA-binding repeat	59	9
IPR000850	Adenylate kinase/UMP-CMP kinase	58	9
IPR001952	Alkaline phosphatase	57	9
IPR001164	Arf GTPase activating protein	51	9
IPR000232	Heat shock factor (HSF)-type, DNA-binding	44	9
IPR002885	Pentatricopeptide repeat	41	9
IPR002452	Alpha tubulin	37	9
IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal	35	9
IPR016137	RGS domain	35	9
IPR000432	DNA mismatch repair protein MutS, C-terminal	27	9
IPR000742	EGF-like domain	26	9
IPR001660	Sterile alpha motif domain	25	9
IPR001930	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase	25	9
IPR015425	Formin, FH2 domain	23	9
IPR005946	Ribose-phosphate pyrophosphokinase	22	9
IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	22	9
IPR000467	G-patch domain	21	9
IPR006593	Cytochrome b561/ferric reductase transmembrane	21	9
IPR000300	Inositol polyphosphate-related phosphatase	20	9
IPR001012	UBX domain	20	9
IPR001619	Sec1-like protein	20	9
IPR006575	RWD domain	20	9
IPR036526	Carbon-nitrogen hydrolase superfamily	18	9
IPR036928	Amidase signature (AS) superfamily	18	9
IPR003010	Carbon-nitrogen hydrolase	17	9
IPR028565	Mu homology domain	17	9
IPR036879	Transcription factor, MADS-box superfamily	17	9
IPR005475	Transketolase-like, pyrimidine-binding domain	16	9
IPR006085	XPG, N-terminal	16	9
IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	16	9
IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	16	9
IPR036865	CRAL-TRIO lipid binding domain superfamily	16	9
IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	15	9
IPR001107	Band 7 domain	15	9
IPR036603	RNA polymerase, RBP11-like subunit	15	9
IPR000086	NUDIX hydrolase domain	14	9
IPR036554	GHMP kinase, C-terminal domain superfamily	14	9
IPR012310	DNA ligase, ATP-dependent, central	12	9
IPR006146	5'-Nucleotidase, conserved site	11	9
IPR007484	Peptidase M28	11	9
IPR017932	Glutamine amidotransferase type 2 domain	11	9
IPR019236	Phosphatidate phosphatase APP1, catalytic domain	11	9
IPR042201	Formin, FH2 domain superfamily	11	9
IPR046357	Peptidyl-prolyl cis-trans isomerase domain superfamily	11	9
IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal	10	9
IPR023302	Peptidase S9A, N-terminal domain	10	9
IPR036855	Zinc finger, CCCH-type superfamily	10	9
IPR000340	Dual specificity phosphatase, catalytic domain	9	9
IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	9	9
IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	9	9
IPR003395	RecF/RecN/SMC, N-terminal	9	9
IPR004038	Ribosomal protein eL8/eL30/eS12/Gadd45	9	9
IPR004154	Anticodon-binding	9	9
IPR004161	Translation elongation factor EFTu-like, domain 2	9	9
IPR005481	Biotin carboxylase-like, N-terminal domain	9	9
IPR006539	P-type ATPase, subfamily IV	9	9
IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	9	9
IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	9	9
IPR011041	Soluble quinoprotein glucose/sorbosone dehydrogenase, beta-propeller domain superfamily	9	9
IPR011765	Peptidase M16, N-terminal	9	9
IPR013780	Glycosyl hydrolase, all-beta	9	9
IPR015433	Phosphatidylinositol 3-/4-kinase	9	9
IPR016050	Proteasome beta-type subunit, conserved site	9	9
IPR016159	Cullin repeat-like-containing domain superfamily	9	9
IPR018525	Mini-chromosome maintenance, conserved site	9	9
IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	9	9
IPR023123	Tubulin, C-terminal	9	9
IPR023174	3'5'-cyclic nucleotide phosphodiesterase, conserved site	9	9
IPR023211	DNA polymerase, palm domain superfamily	9	9
IPR024571	ERAP1-like C-terminal domain	9	9
IPR031127	E3 ubiquitin ligase RBR family	9	9
IPR031167	OBG-type guanine nucleotide-binding (G) domain	9	9
IPR036024	Somatomedin B-like domain superfamily	9	9
IPR036168	AP-2 complex subunit mu, C-terminal superfamily	9	9
IPR036187	DNA mismatch repair protein MutS, core domain superfamily	9	9
IPR036345	Exoribonuclease, PH domain 2 superfamily	9	9
IPR036514	SGNH hydrolase superfamily	9	9
IPR037278	ARFGAP/RecO-like zinc finger	9	9
IPR038508	ArfGAP domain superfamily	9	9
IPR041470	Gamma tubulin complex component protein, N-terminal	9	9
IPR041677	DNA2/NAM7 helicase, helicase domain	9	9
IPR044611	Ubiquitin-protein ligase E3A/B/C-like	9	9
IPR045076	DNA mismatch repair MutS	9	9
IPR045079	Oxoprolinase-like	9	9
IPR045861	CorA, cytoplasmic domain	9	9
IPR047187	Upf1-like, C-terminal helicase domain	9	9
IPR048333	Helicase associated domain (HA2), winged-helix domain	9	9
IPR049076	Acetyl-CoA carboxylase	9	9
IPR050216	Leucine-rich repeat domain-containing protein	9	9
IPR050257	Large ribosomal subunit protein eL8/uL1-like	9	9
IPR050611	ABCF protein	9	9
IPR050699	RNA/DNA Helicase	9	9
IPR050926	Aconitase/IPM Isomerase	9	9
IPR050987	ABC-transporter-regulating transcription factor-like	9	9
IPR051219	Heterochromatin-associated chromo domain-containing protein	9	9
IPR051604	Ergot Alkaloid Biosynthesis Oxidoreductase	9	9
IPR051931	Serine/threonine-protein kinase PAK 3-like	9	9
IPR052935	Mg(2+)-dependent Phosphatidate Phosphatase	9	9
IPR001766	Fork head domain	48	8
IPR002100	Transcription factor, MADS-box	45	8
IPR001138	Zn(2)Cys(6) fungal-type DNA-binding domain	40	8
IPR022812	Dynamin	38	8
IPR000242	Tyrosine-specific protein phosphatase, PTPase domain	35	8
IPR002470	Peptidase S9A, prolyl oligopeptidase	33	8
IPR001807	Chloride channel	31	8
IPR001251	CRAL-TRIO lipid binding domain	26	8
IPR002403	Cytochrome P450, E-class, group IV	25	8
IPR020471	Aldo-keto reductase	24	8
IPR002108	Actin-depolymerising factor homology domain	23	8
IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	20	8
IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	20	8
IPR036850	Nucleoside diphosphate kinase-like domain superfamily	20	8
IPR003613	U-box domain	19	8
IPR003961	Fibronectin type III	18	8
IPR038071	UROD/MetE-like superfamily	18	8
IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase	17	8
IPR003029	S1 domain	16	8
IPR005482	Biotin carboxylase, C-terminal	16	8
IPR008521	Magnesium transporter NIPA	16	8
IPR012338	Beta-lactamase/transpeptidase-like	16	8
IPR014876	DEK, C-terminal	16	8
IPR018608	Gti1/Pac2 family	16	8
IPR023352	Membrane associated eicosanoid/glutathione metabolism-like domain superfamily	16	8
IPR036921	PurM-like, N-terminal domain superfamily	16	8
IPR016102	Succinyl-CoA synthetase-like	15	8
IPR036013	Band 7/SPFH domain superfamily	15	8
IPR004127	Prefoldin alpha-like	14	8
IPR008862	T-complex 11	14	8
IPR036864	Zn(2)-C6 fungal-type DNA-binding domain superfamily	14	8
IPR001900	Ribonuclease II/R	13	8
IPR004095	TGS	13	8
IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	12	8
IPR043145	Zinc finger, ZZ-type superfamily	12	8
IPR002060	Squalene/phytoene synthase	11	8
IPR003604	Matrin/U1-C-like, C2H2-type zinc finger	11	8
IPR003760	ABC transporter substrate-binding protein PnrA-like	10	8
IPR003903	Ubiquitin interacting motif	10	8
IPR006153	Cation/H+ exchanger, transmembrane domain	10	8
IPR002524	Cation efflux	9	8
IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	9	8
IPR014743	Chloride channel, core	9	8
IPR019786	Zinc finger, PHD-type, conserved site	9	8
IPR001017	Dehydrogenase, E1 component	8	8
IPR001129	Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein	8	8
IPR001247	Exoribonuclease, phosphorolytic domain 1	8	8
IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	8	8
IPR002655	Acyl-CoA oxidase, C-terminal	8	8
IPR003016	2-oxo acid dehydrogenase, lipoyl-binding site	8	8
IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type	8	8
IPR004841	Amino acid permease/ SLC12A domain	8	8
IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	8	8
IPR006694	Fatty acid hydroxylase	8	8
IPR007081	RNA polymerase Rpb1, domain 5	8	8
IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	8	8
IPR009078	Ferritin-like superfamily	8	8
IPR011709	DEAD-box helicase, OB fold	8	8
IPR011763	Acetyl-coenzyme A carboxyltransferase, C-terminal	8	8
IPR012676	TGS-like	8	8
IPR013216	Methyltransferase type 11	8	8
IPR014013	Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type	8	8
IPR014748	Enoyl-CoA hydratase, C-terminal	8	8
IPR015655	Protein phosphatase 2C	8	8
IPR016142	Citrate synthase-like, large alpha subdomain	8	8
IPR017975	Tubulin, conserved site	8	8
IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal	8	8
IPR018165	Alanyl-tRNA synthetase, class IIc, core domain	8	8
IPR018376	Enoyl-CoA hydratase/isomerase, conserved site	8	8
IPR018846	RSE1/DDB1/CPSF1, first beta-propeller	8	8
IPR020892	Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site	8	8
IPR023631	Amidase signature domain	8	8
IPR023696	Ureohydrolase domain superfamily	8	8
IPR025340	Protein of unknown function DUF4246	8	8
IPR025875	Leucine rich repeat 4	8	8
IPR027443	Isopenicillin N synthase-like superfamily	8	8
IPR027652	Pre-mRNA-processing-splicing factor 8	8	8
IPR028375	KA1 domain/Ssp2, C-terminal	8	8
IPR034085	TOG domain	8	8
IPR036116	Fibronectin type III superfamily	8	8
IPR036202	DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily	8	8
IPR038499	BRO1 domain superfamily	8	8
IPR039761	Ribosome biogenesis protein Bms1/Tsr1	8	8
IPR045063	Dynamin, N-terminal	8	8
IPR045242	Syntaxin	8	8
IPR046985	Inositol 5-phosphatase	8	8
IPR049192	Domain of unknown function DUF4246, C-terminal	8	8
IPR050180	RNR Ribonuclease	8	8
IPR050235	Casein Kinase 1 Ser/Thr Protein Kinase	8	8
IPR050236	Serine/threonine-protein kinases, AGC	8	8
IPR050358	RSE1/DDB1/CPSF1	8	8
IPR050384	Endophilin/SH3RF	8	8
IPR050474	Helicase Hel308/SKI2-like	8	8
IPR050486	Mannose-1-phosphate guanyltransferase	8	8
IPR050600	SETD3/SETD6 methyltransferase	8	8
IPR050630	WD repeat Echinoderm Microtubule-associated Protein-like	8	8
IPR050869	Histone-lysine N-methyltransferase	8	8
IPR051168	Alpha-aminoadipic semialdehyde synthase	8	8
IPR051609	NmrA-type/Isoflavone reductase-like domain-containing protein	8	8
IPR052583	ATP-dependent Helicase/E3 Ubiquitin Ligase	8	8
IPR054293	Domain of unknown function DUF7029	8	8
IPR055060	Acyl-CoA oxidase, C-alpha1 domain	8	8
IPR059179	MLKL-like, MCAfunc domain	8	8
IPR002453	Beta tubulin	51	7
IPR023267	RNA (C5-cytosine) methyltransferase	39	7
IPR000433	Zinc finger, ZZ-type	36	7
IPR006084	XPG/Rad2 endonuclease	33	7
IPR001709	Flavoprotein pyridine nucleotide cytochrome reductase	32	7
IPR000426	Proteasome alpha-subunit, N-terminal domain	21	7
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II	19	7
IPR003034	SAP domain	19	7
IPR036265	HIT-like superfamily	18	7
IPR000778	Cytochrome b245, heavy chain	17	7
IPR001404	Heat shock protein Hsp90 family	17	7
IPR001846	von Willebrand factor, type D domain	17	7
IPR004328	BRO1 domain	16	7
IPR006569	CID domain	16	7
IPR053879	HYDIN/VesB/CFA65-like, Ig-like domain	16	7
IPR004148	BAR domain	15	7
IPR036393	Acetylglutamate kinase-like superfamily	15	7
IPR000741	Fructose-bisphosphate aldolase, class-I	14	7
IPR001494	Importin-beta, N-terminal domain	14	7
IPR004130	GPN-loop GTPase	14	7
IPR009014	Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	14	7
IPR016635	Adaptor protein complex, sigma subunit	14	7
IPR029039	Flavoprotein-like superfamily	14	7
IPR001126	UmuC domain	13	7
IPR002587	Myo-inositol-1-phosphate synthase	13	7
IPR002641	Patatin-like phospholipase domain	13	7
IPR005814	Aminotransferase class-III	13	7
IPR009011	Mannose-6-phosphate receptor binding domain superfamily	13	7
IPR016491	Septin	13	7
IPR028364	Ribosomal protein uL1/ribosomal biogenesis protein	13	7
IPR000270	PB1 domain	12	7
IPR003594	Histidine kinase/HSP90-like ATPase domain	12	7
IPR013520	Ribonuclease H-like domain	12	7
IPR016158	Cullin homology domain	12	7
IPR003616	Post-SET domain	11	7
IPR004179	Sec63 domain	11	7
IPR011050	Pectin lyase fold/virulence factor	11	7
IPR016897	S-phase kinase-associated protein 1	11	7
IPR018181	Heat shock protein 70, conserved site	11	7
IPR002938	FAD-binding domain	10	7
IPR003148	Regulator of K+ conductance, N-terminal lobe	10	7
IPR004821	Cytidyltransferase-like domain	10	7
IPR007696	DNA mismatch repair protein MutS, core	10	7
IPR033122	LETM1-like, ribosome-binding domain	10	7
IPR003000	Sirtuin family	9	7
IPR007612	LURP-one-related	9	7
IPR017937	Thioredoxin, conserved site	9	7
IPR033690	Adenylate kinase, conserved site	9	7
IPR049560	SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core	9	7
IPR002877	Ribosomal RNA methyltransferase, FtsJ domain	8	7
IPR006652	Kelch repeat type 1	8	7
IPR008030	NmrA-like domain	8	7
IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal	8	7
IPR011935	Conserved hypothetical protein CHP02231	8	7
IPR016143	Citrate synthase-like, small alpha subdomain	8	7
IPR032093	Phospholipase D, N-terminal	8	7
IPR000109	Proton-dependent oligopeptide transporter family	7	7
IPR000120	Amidase	7	7
IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	7	7
IPR000222	PPM-type phosphatase, divalent cation binding	7	7
IPR000649	Initiation factor 2B-related	7	7
IPR001232	S-phase kinase-associated protein 1-like	7	7
IPR001678	SAM-dependent methyltransferase RsmB-F/NOP2-type domain	7	7
IPR004147	ABC1 atypical kinase-like domain	7	7
IPR006311	Twin-arginine translocation pathway, signal sequence	7	7
IPR006896	Sec23/Sec24, trunk domain	7	7
IPR007194	Transport protein particle (TRAPP) component	7	7
IPR007318	Phospholipid methyltransferase	7	7
IPR008753	Peptidase M13, N-terminal domain	7	7
IPR008962	PapD-like superfamily	7	7
IPR010989	SNARE	7	7
IPR011004	Trimeric LpxA-like superfamily	7	7
IPR011613	GH15-like domain	7	7
IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	7	7
IPR015415	Spastin/Vps4, C-terminal	7	7
IPR015813	Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily	7	7
IPR015847	Exoribonuclease, phosphorolytic domain 2	7	7
IPR016073	SKP1 component, POZ domain	7	7
IPR017892	Protein kinase, C-terminal	7	7
IPR018297	Adenylyl cyclase class-4/guanylyl cyclase, conserved site	7	7
IPR018333	Squalene cyclase	7	7
IPR018506	Cytochrome b5, heme-binding site	7	7
IPR022764	Peptidase S54, rhomboid domain	7	7
IPR023332	Proteasome alpha-type subunit	7	7
